ID	Gene Name	Species	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE
SMc02060	LysM peptidoglycan-binding domain-containing protein(SM2011_RS22150)	Sinorhizobium meliloti 2011				IPR011055:Duplicated hybrid motif,IPR016047:Peptidase M23,IPR018392:Peptidoglycan-binding lysin domain,		SM00257:LysM,			KW-0732~Signal,			KW-0449~Lipoprotein,	COMPBIAS:Polar residues,DOMAIN:LysM,REGION:Disordered,
SM_b20494	LysR family transcriptional regulator(SM2011_RS08980)	Sinorhizobium meliloti 2011			GO:0003700~transcription factor activity, sequence-specific DNA binding,	IPR000847:Transcription regulator HTH, LysR,IPR005119:LysR, substrate-binding,									DOMAIN:HTH lysR-type,
SMa1811	MBL fold metallo-hydrolase(SM2011_RS04990)	Sinorhizobium meliloti 2011				IPR001279:Beta-lactamase-like,IPR006311:Twin-arginine translocation pathway, signal sequence,		SM00849:SM00849,			KW-0732~Signal,		KW-0378~Hydrolase,		DOMAIN:Lactamase_B,
SMc00276	MBL fold metallo-hydrolase(SM2011_RS23045)	Sinorhizobium meliloti 2011	GO:0006749~glutathione metabolic process,		GO:0016788~hydrolase activity, acting on ester bonds,GO:0050313~sulfur dioxygenase activity,	IPR001279:Beta-lactamase-like,		SM00849:SM00849,					KW-0378~Hydrolase,		DOMAIN:Lactamase_B,
SMa1301	MFS transporter(C770_RS22265)	Sinorhizobium meliloti GR4		GO:0016021~integral component of membrane,	GO:0022857~transmembrane transporter activity,	IPR011701:Major facilitator superfamily,IPR020846:Major facilitator superfamily domain,				KW-0472~Membrane,	KW-0812~Transmembrane,				DOMAIN:MFS,TRANSMEM:Helical,
SMa1301	MFS transporter(SM2011_RS03550)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,	GO:0022857~transmembrane transporter activity,	IPR011701:Major facilitator superfamily,IPR020846:Major facilitator superfamily domain,				KW-0472~Membrane,	KW-0812~Transmembrane,				DOMAIN:MFS,TRANSMEM:Helical,
SM_b20071	MFS transporter(SM2011_RS06935)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,	GO:0022857~transmembrane transporter activity,	IPR011701:Major facilitator superfamily,IPR020846:Major facilitator superfamily domain,				KW-0472~Membrane,	KW-0812~Transmembrane,				DOMAIN:MFS,TRANSMEM:Helical,
SMc01260	MerR family DNA-binding transcriptional regulator(SM2011_RS21490)	Sinorhizobium meliloti 2011	GO:0006355~regulation of transcription, DNA-templated,		GO:0003677~DNA binding,	IPR000551:Transcription regulator HTH, MerR,IPR009061:DNA binding domain, putative,		SM00422:HTH_MERR,			KW-0175~Coiled coil,		KW-0238~DNA-binding,		DOMAIN:HTH merR-type,
SM_b22017	Mutated LacI family transcriptional regulator(SM_b22017)	Sinorhizobium meliloti 1021	GO:0006355~regulation of transcription, DNA-templated,		GO:0003677~DNA binding,	IPR000843:Transcription regulator HTH, LacI,IPR010982:Lambda repressor-like, DNA-binding domain,		SM00354:HTH_LACI,							COMPBIAS:Basic and acidic residues,DOMAIN:HTH lacI-type,REGION:Disordered,
SMc00397	N-acetyltransferase domain-containing protein(SMc00397)	Sinorhizobium meliloti 1021			GO:0008080~N-acetyltransferase activity,	IPR000182:GNAT domain,IPR016181:Acyl-CoA N-acyltransferase,									DOMAIN:N-acetyltransferase,
SM_b21584	N-formylglutamate amidohydrolase(SM2011_RS11705)	Sinorhizobium meliloti 2011			GO:0016787~hydrolase activity,	IPR007709:N-formylglutamate amidohydrolase,							KW-0378~Hydrolase,
SM_b20103	NAD(P)/FAD-dependent oxidoreductase(SM2011_RS07090)	Sinorhizobium meliloti 2011			GO:0004499~N,N-dimethylaniline monooxygenase activity,								KW-0560~Oxidoreductase,		REGION:Disordered,
SMa0260	NAD-dependent succinate-semialdehyde dehydrogenase(SM2011_RS00725)	Sinorhizobium meliloti 2011			GO:0009013~succinate-semialdehyde dehydrogenase [NAD(P)+] activity,	IPR015590:Aldehyde dehydrogenase domain,IPR016161:Aldehyde/histidinol dehydrogenase,IPR016162:Aldehyde dehydrogenase, N-terminal,IPR016163:Aldehyde dehydrogenase, C-terminal,									DOMAIN:Aldedh,
SMc01917	NADH-quinone oxidoreductase subunit NuoE(nuoE)	Sinorhizobium meliloti 2011			GO:0016491~oxidoreductase activity,GO:0046872~metal ion binding,GO:0048038~quinone binding,GO:0051537~2 iron, 2 sulfur cluster binding,	IPR002023:Thioredoxin-like 2Fe-2S ferredoxin,	PIRSF000216:NADH dehydrogenase [ubiquinone] (complex I), flavoprotein 2/NADH:quinone oxidoreductase (complex I), NuoE subunit,					KW-0001~2Fe-2S,KW-0408~Iron,KW-0411~Iron-sulfur,KW-0479~Metal-binding,KW-0520~NAD,KW-0830~Ubiquinone,	KW-0560~Oxidoreductase,KW-1278~Translocase,	KW-0874~Quinone,	COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,METAL:Iron-sulfur (2Fe-2S),REGION:Disordered,
SMa1191	NO-inducible flavohemoprotein(hmpA)	Sinorhizobium meliloti 2011	GO:0009636~response to toxic substance,GO:0051409~response to nitrosative stress,		GO:0005344~oxygen transporter activity,GO:0008941~nitric oxide dioxygenase activity,GO:0019825~oxygen binding,GO:0020037~heme binding,GO:0046872~metal ion binding,GO:0071949~FAD binding,	IPR000971:Globin,IPR001433:Oxidoreductase FAD/NAD(P)-binding,IPR001709:Flavoprotein pyridine nucleotide cytochrome reductase,IPR008333:Oxidoreductase, FAD-binding domain,IPR009050:Globin-like,IPR012292:Globin, structural domain,IPR017927:Ferredoxin reductase-type FAD-binding domain,IPR017938:Riboflavin synthase-like beta-barrel,IPR023950:Flavohemoprotein,			KW-0216~Detoxification,KW-0561~Oxygen transport,KW-0813~Transport,			KW-0274~FAD,KW-0285~Flavoprotein,KW-0349~Heme,KW-0408~Iron,KW-0479~Metal-binding,KW-0520~NAD,KW-0521~NADP,	KW-0560~Oxidoreductase,		ACT_SITE:Charge relay system,BINDING:FAD,DOMAIN:FAD-binding FR-type,METAL:Iron (heme b proximal ligand),NP_BIND:FAD,NP_BIND:NADP,REGION:Globin,REGION:Reductase,SITE:Influences the redox potential of the prosthetic heme and FAD groups,SITE:Involved in heme-bound ligand stabilization and O-O bond activation,
SMc00053	Na+/H+ antiporter subunit C(SM2011_RS19375)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0812~Transmembrane,	KW-0830~Ubiquinone,			TRANSMEM:Helical,
SMc00141	OmpA-like domain-containing protein(SMc00141)	Sinorhizobium meliloti 1021		GO:0016020~membrane,		IPR006665:Outer membrane protein, OmpA/MotB, C-terminal,				KW-0472~Membrane,					COMPBIAS:Basic and acidic residues,DOMAIN:OmpA-like,REGION:Disordered,
SMa1780	PACE efflux transporter(SM2011_RS04910)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR007896:Transmembrane pair, bacterial,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				DOMAIN:BTP,TRANSMEM:Helical,
SMc00776	PAS domain S-box protein(SM2011_RS17975)	Sinorhizobium meliloti 2011	GO:0006355~regulation of transcription, DNA-templated,		GO:0000155~phosphorelay sensor kinase activity,	IPR000014:PAS domain,IPR003594:Histidine kinase-like ATPase, ATP-binding domain,IPR003661:Signal transduction histidine kinase, subgroup 1, dimerisation/phosphoacceptor domain,IPR004358:Signal transduction histidine kinase-related protein, C-terminal,IPR005467:Signal transduction histidine kinase, core,IPR013767:PAS fold,		SM00091:PAS,SM00387:HATPase_c,SM00388:HisKA,			KW-0175~Coiled coil,		KW-0418~Kinase,KW-0808~Transferase,	KW-0597~Phosphoprotein,	COMPBIAS:Acidic residues,COMPBIAS:Basic and acidic residues,DOMAIN:Histidine kinase,DOMAIN:PAS,REGION:Disordered,
SMc03137	PIN domain-containing protein(SM2011_RS29410)	Sinorhizobium meliloti 2011				IPR002716:PIN domain,									DOMAIN:PINc,
SMc03984	PhzF family phenazine biosynthesis protein(SM2011_RS28480)	Sinorhizobium meliloti 2011	GO:0009058~biosynthetic process,		GO:0003824~catalytic activity,	IPR003719:Phenazine biosynthesis PhzF protein,	PIRSF016184:isomerase, PhzF type,						KW-0413~Isomerase,
SMc00999	PilZ domain-containing protein(SM2011_RS21540)	Sinorhizobium meliloti 2011			GO:0035438~cyclic-di-GMP binding,	IPR009875:PilZ domain,									DOMAIN:PilZ,
SMc01370	PleD family two-component system response regulator(SM2011_RS20915)	Sinorhizobium meliloti 2011	GO:0000160~phosphorelay signal transduction system,GO:0051301~cell division,			IPR000160:GGDEF domain,IPR001789:Signal transduction response regulator, receiver domain,IPR011006:CheY-like superfamily,		SM00267:DUF1,SM00448:REC,	KW-0131~Cell cycle,KW-0132~Cell division,					KW-0597~Phosphoprotein,	DOMAIN:GGDEF,DOMAIN:Response regulatory,
SMc03064	Probable alpha-glucosidase(aglA)	Sinorhizobium meliloti 1021			GO:0032450~maltose alpha-glucosidase activity,	IPR006047:Glycosyl hydrolase, family 13, catalytic domain,IPR013780:Glycosyl hydrolase, family 13, all-beta,IPR017853:Glycoside hydrolase, superfamily,		SM00642:Aamy,					KW-0326~Glycosidase,KW-0378~Hydrolase,		ACT_SITE:Nucleophile,ACT_SITE:Proton donor,SITE:Transition state stabilizer,
SMc04290	Probable amidase(SMc04290)	Sinorhizobium meliloti 1021			GO:0016811~hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides,	IPR004304:Acetamidase/Formamidase,							KW-0378~Hydrolase,
SMc04146	Probable phosphoketolase 1(R00106)	Sinorhizobium meliloti 1021	GO:0005975~carbohydrate metabolic process,		GO:0016832~aldehyde-lyase activity,	IPR005593:Xylulose 5-phosphate/Fructose 6-phosphate phosphoketolase,IPR009014:Transketolase, C-terminal/Pyruvate-ferredoxin oxidoreductase, domain II,IPR018969:Xylulose 5-phosphate/Fructose 6-phosphate phosphoketolase, C-terminal,IPR018970:Xylulose 5-phosphate/Fructose 6-phosphate phosphoketolase, N-terminal,IPR019789:Xylulose 5-phosphate/Fructose 6-phosphate phosphoketolase, thiamine diphosphate binding site,IPR019790:Xylulose 5-phosphate/Fructose 6-phosphate phosphoketolase, conserved site,IPR023962:Probable phosphoketolase,	PIRSF017245:phosphoketolase,					KW-0786~Thiamine pyrophosphate,	KW-0456~Lyase,
SM_b20598	Probable replication protein(repA3)	Sinorhizobium meliloti 1021				IPR017818:Plasmid partitioning protein, RepA,IPR025669:AAA domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase,									DOMAIN:AAA_31,REGION:Disordered,
SMc02062	Protein-L-isoaspartate O-methyltransferase(pcm)	Sinorhizobium meliloti 1021		GO:0005737~cytoplasm,	GO:0004719~protein-L-isoaspartate (D-aspartate) O-methyltransferase activity,	IPR000682:Protein-L-isoaspartate(D-aspartate) O-methyltransferase,				KW-0963~Cytoplasm,		KW-0949~S-adenosyl-L-methionine,	KW-0489~Methyltransferase,KW-0808~Transferase,
SMc02558	Putative aminomethyltransferase(SMc02558)	Sinorhizobium meliloti 1021	GO:0032259~methylation,		GO:0008168~methyltransferase activity,	IPR006222:Glycine cleavage T-protein, N-terminal,IPR017703:YgfZ/GcvT conserved site,IPR027266:GTP-binding protein TrmE/Glycine cleavage system T protein, domain 1,				KW-0496~Mitochondrion,	KW-0175~Coiled coil,KW-0809~Transit peptide,		KW-0489~Methyltransferase,KW-0808~Transferase,		DOMAIN:GCV_T,
SM_b20595	Putative cell division protein FtsK like protein(ftsK2)	Sinorhizobium meliloti 1021	GO:0051301~cell division,		GO:0003677~DNA binding,GO:0005524~ATP binding,	IPR002543:Cell division protein FtsK/SpoIIIE,IPR003593:AAA+ ATPase domain,IPR018541:DNA translocase FtsK gamma,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,SM00843:SM00843,	KW-0131~Cell cycle,KW-0132~Cell division,			KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0238~DNA-binding,		DOMAIN:FtsK,NP_BIND:ATP,
SMc00916	Putative glutathione S-transferase(gst11)	Sinorhizobium meliloti 1021	GO:0006749~glutathione metabolic process,		GO:0004364~glutathione transferase activity,	IPR004045:Glutathione S-transferase, N-terminal,							KW-0808~Transferase,		DOMAIN:GST N-terminal,REGION:Disordered,
SMc04109	Putative response regulator(cpaE1)	Sinorhizobium meliloti 1021				IPR011006:CheY-like superfamily,IPR027417:P-loop containing nucleoside triphosphate hydrolase,									REGION:Disordered,
SM_b21295	Putative small heat shock protein, hsp20 family(SM_b21295)	Sinorhizobium meliloti 1021				IPR002068:Alpha crystallin/Hsp20 domain,IPR008978:HSP20-like chaperone,									DOMAIN:SHSP,
SM_b21346	Putative transcriptional regulator, LacI family protein(SM_b21346)	Sinorhizobium meliloti 1021	GO:0006355~regulation of transcription, DNA-templated,		GO:0003677~DNA binding,	IPR000843:Transcription regulator HTH, LacI,IPR010982:Lambda repressor-like, DNA-binding domain,		SM00354:HTH_LACI,	KW-0804~Transcription,KW-0805~Transcription regulation,				KW-0238~DNA-binding,		DOMAIN:HTH lacI-type,
SM_b21208	Putative transcriptional regulator, TetR family protein(SM_b21208)	Sinorhizobium meliloti 1021			GO:0003677~DNA binding,	IPR001647:DNA-binding HTH domain, TetR-type,IPR009057:Homeodomain-like,IPR015292:Transcription regulator YbiH, C-terminal,							KW-0238~DNA-binding,		DNA_BIND:H-T-H motif,DOMAIN:HTH tetR-type,
SMc01563	RNA polymerase sigma factor RpoD(rpoD)	Sinorhizobium meliloti 2011	GO:0001123~transcription initiation from bacterial-type RNA polymerase promoter,	GO:0005737~cytoplasm,	GO:0003677~DNA binding,GO:0016987~sigma factor activity,	IPR000943:RNA polymerase sigma-70,IPR007127:RNA polymerase sigma factor 70, region 1.1,IPR007624:RNA polymerase sigma-70 region 3,IPR007627:RNA polymerase sigma-70 region 2,IPR007630:RNA polymerase sigma-70 region 4,IPR007631:RNA polymerase sigma factor 70, non-essential domain,IPR009042:RNA polymerase sigma-70 region 1.2,IPR012760:RNA polymerase sigma factor RpoD, C-terminal,IPR013324:RNA polymerase sigma factor, region 3/4,IPR013325:RNA polymerase sigma factor, region 2,IPR014284:RNA polymerase sigma-70 like domain,			KW-0804~Transcription,KW-0805~Transcription regulation,	KW-0963~Cytoplasm,	KW-0175~Coiled coil,		KW-0238~DNA-binding,KW-0731~Sigma factor,		COMPBIAS:Acidic residues,COMPBIAS:Basic and acidic residues,DNA_BIND:H-T-H motif,DOMAIN:RNA_pol_sigma70,MOTIF:Interaction with polymerase core subunit RpoC,REGION:Disordered,REGION:Sigma-70 factor domain-2,REGION:Sigma-70 factor domain-3,REGION:Sigma-70 factor domain-4,
SMc01419	RNA polymerase sigma factor(SM2011_RS25085)	Sinorhizobium meliloti 2011	GO:0006352~DNA-templated transcription, initiation,		GO:0003677~DNA binding,GO:0016987~sigma factor activity,	IPR007627:RNA polymerase sigma-70 region 2,IPR013249:RNA polymerase sigma factor 70, region 4 type 2,IPR013324:RNA polymerase sigma factor, region 3/4,IPR013325:RNA polymerase sigma factor, region 2,IPR014284:RNA polymerase sigma-70 like domain,									DOMAIN:Sigma70_r2,DOMAIN:Sigma70_r4_2,REGION:Disordered,
SMc00469	RNA polymerase-binding transcription factor DksA(dksA)	Sinorhizobium meliloti 1021	GO:0010468~regulation of gene expression,	GO:0005737~cytoplasm,	GO:0008270~zinc ion binding,	IPR000962:Zinc finger, DksA/TraR C4-type,IPR012784:RNA polymerase-binding transcription factor DksA,IPR020458:Zinc finger, DksA/TraR C4-type conserved site,				KW-0963~Cytoplasm,		KW-0862~Zinc,			DOMAIN:DksA C4-type,ZN_FING:dksA C4-type,
SM_b21157	RidA family protein(SM2011_RS10745)	Sinorhizobium meliloti 2011				IPR006175:YjgF/Yer057p/UK114 family,
SMc01275	RluA family pseudouridine synthase(SM2011_RS21405)	Sinorhizobium meliloti 2011	GO:0001522~pseudouridine synthesis,		GO:0003723~RNA binding,GO:0009982~pseudouridine synthase activity,GO:0016829~lyase activity,	IPR002942:RNA-binding S4 domain,IPR006145:Pseudouridine synthase, RsuA/RluB/C/D/E/F,IPR006224:Pseudouridine synthase, RluC/RluD, conserved site,IPR006225:Pseudouridine synthase, RluC/RluD,IPR020103:Pseudouridine synthase, catalytic domain,							KW-0413~Isomerase,KW-0456~Lyase,		DOMAIN:PseudoU_synth_2,REGION:Disordered,
SM_b20170	S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase(SM2011_RS07430)	Sinorhizobium meliloti 2011	GO:0006069~ethanol oxidation,		GO:0008270~zinc ion binding,	IPR002328:Alcohol dehydrogenase, zinc-type, conserved site,IPR011032:GroES-like,IPR013149:Alcohol dehydrogenase, C-terminal,IPR013154:Alcohol dehydrogenase GroES-like,IPR014183:Alcohol dehydrogenase class III/S-(hydroxymethyl)glutathione dehydrogenase,						KW-0479~Metal-binding,KW-0520~NAD,KW-0862~Zinc,			DOMAIN:ADH_N,DOMAIN:ADH_zinc_N,
SM_b20171	S-formylglutathione hydrolase(SM_b20171)	Sinorhizobium meliloti 1021	GO:0046294~formaldehyde catabolic process,		GO:0018738~S-formylglutathione hydrolase activity,GO:0052689~carboxylic ester hydrolase activity,	IPR000801:Putative esterase,IPR014186:S-formylglutathione hydrolase,							KW-0378~Hydrolase,		ACT_SITE:Charge relay system,
SMc00857	S49 family peptidase(SM2011_RS18640)	Sinorhizobium meliloti 2011			GO:0004176~ATP-dependent peptidase activity,GO:0004252~serine-type endopeptidase activity,	IPR001907:ClpP,IPR002142:Peptidase S49,							KW-0378~Hydrolase,		DOMAIN:Peptidase_S49,
SM_b20239	SDR family oxidoreductase(SM2011_RS07735)	Sinorhizobium meliloti 2011	GO:0033320~UDP-D-xylose biosynthetic process,GO:0042732~D-xylose metabolic process,		GO:0048040~UDP-glucuronate decarboxylase activity,GO:0070403~NAD+ binding,	IPR016040:NAD(P)-binding domain,							KW-0210~Decarboxylase,KW-0456~Lyase,		DOMAIN:NAD(P)-bd_dom,REGION:Disordered,
SMc00165	SDR family oxidoreductase(SM2011_RS23770)	Sinorhizobium meliloti 2011			GO:0004316~3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity,GO:0016491~oxidoreductase activity,GO:0102132~3-oxo-pimeloyl-[acp] methyl ester reductase activity,	IPR002347:Glucose/ribitol dehydrogenase,IPR020904:Short-chain dehydrogenase/reductase, conserved site,							KW-0560~Oxidoreductase,
SMc01033	SGNH/GDSL hydrolase family protein(SM2011_RS21710)	Sinorhizobium meliloti 2011			GO:0004064~arylesterase activity,								KW-0378~Hydrolase,		DOMAIN:SGNH_hydro,
SMc02553	SOS response-associated peptidase(SM2011_RS19970)	Sinorhizobium meliloti 2011	GO:0006974~cellular response to DNA damage stimulus,GO:0018142~protein-DNA covalent cross-linking,		GO:0003697~single-stranded DNA binding,GO:0008233~peptidase activity,	IPR003738:Protein of unknown function DUF159,			KW-0227~DNA damage,				KW-0238~DNA-binding,KW-0378~Hydrolase,KW-0645~Protease,	KW-0190~Covalent protein-DNA linkage,	REGION:Disordered,
SMc02072	SPOR domain-containing protein(SM2011_RS22090)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,	GO:0042834~peptidoglycan binding,	IPR007730:Sporulation-related domain,				KW-0472~Membrane,	KW-0812~Transmembrane,				DOMAIN:SPOR,REGION:Disordered,
SMc00302	SUF system Fe-S cluster assembly protein(SM2011_RS23215)	Sinorhizobium meliloti 2011				IPR002744:Domain of unknown function DUF59,IPR014291:SUF system FeS cluster assembly associated,									DOMAIN:FeS_assembly_P,
SMc00085	SURF1-like protein(surf1)	Sinorhizobium meliloti 1021		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR002994:Surfeit locus 1/Shy1,				KW-0472~Membrane,KW-1003~Cell membrane,					TRANSMEM:Helical,
SMc04289	TRAP transporter substrate-binding protein(SM2011_RS24805)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0031317~tripartite ATP-independent periplasmic transporter complex,GO:0042597~periplasmic space,	GO:0046872~metal ion binding,	IPR006311:Twin-arginine translocation pathway, signal sequence,IPR018389:Tripartite ATP-independent periplasmic transporter,IPR019546:Twin-arginine translocation pathway, signal sequence, bacterial/archaeal,IPR026289:Solute binding protein, mannitol/chloroaromatic system-like,	PIRSF039026:solute binding protein, SiaP type,		KW-0813~Transport,	KW-0574~Periplasm,	KW-0732~Signal,				BINDING:Substrate,METAL:Metal cation,METAL:Metal cation; via carbonyl oxygen,
SMa1299	TetR family transcriptional regulator(C770_RS22270)	Sinorhizobium meliloti GR4			GO:0003677~DNA binding,	IPR001647:DNA-binding HTH domain, TetR-type,IPR009057:Homeodomain-like,IPR023772:DNA-binding HTH domain, TetR-type, conserved site,							KW-0238~DNA-binding,		DNA_BIND:H-T-H motif,DOMAIN:HTH tetR-type,
SMa1299	TetR/AcrR family transcriptional regulator(SM2011_RS03545)	Sinorhizobium meliloti 2011			GO:0003677~DNA binding,	IPR001647:DNA-binding HTH domain, TetR-type,IPR009057:Homeodomain-like,IPR023772:DNA-binding HTH domain, TetR-type, conserved site,							KW-0238~DNA-binding,		DNA_BIND:H-T-H motif,DOMAIN:HTH tetR-type,
SMc01010	Threonine--tRNA ligase(thrS)	Sinorhizobium meliloti 1021	GO:0006435~threonyl-tRNA aminoacylation,	GO:0005737~cytoplasm,	GO:0000049~tRNA binding,GO:0004829~threonine-tRNA ligase activity,GO:0005524~ATP binding,GO:0046872~metal ion binding,	IPR002314:Aminoacyl-tRNA synthetase, class II (G/ H/ P/ S), conserved domain,IPR002320:Threonine-tRNA ligase, class IIa,IPR004095:TGS,IPR004154:Anticodon-binding,IPR006195:Aminoacyl-tRNA synthetase, class II,IPR012675:Beta-grasp domain,IPR012676:TGS-like,IPR012947:Threonyl/alanyl tRNA synthetase, SAD,IPR018163:Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain,		SM00863:SM00863,	KW-0648~Protein biosynthesis,	KW-0963~Cytoplasm,		KW-0067~ATP-binding,KW-0479~Metal-binding,KW-0547~Nucleotide-binding,KW-0862~Zinc,	KW-0030~Aminoacyl-tRNA synthetase,KW-0436~Ligase,KW-0694~RNA-binding,KW-0820~tRNA-binding,		DOMAIN:TGS,METAL:Zinc,METAL:Zinc; via pros nitrogen,METAL:Zinc; via tele nitrogen,REGION:Catalytic,
SMc01657	TonB-dependent siderophore receptor(SM2011_RS25930)	Sinorhizobium meliloti 2011		GO:0009279~cell outer membrane,	GO:0015344~siderophore uptake transmembrane transporter activity,GO:0038023~signaling receptor activity,	IPR000531:TonB-dependent receptor, beta-barrel,IPR010105:TonB-dependent siderophore receptor,IPR012910:TonB-dependent receptor, plug,				KW-0472~Membrane,KW-0998~Cell outer membrane,	KW-0732~Signal,KW-0798~TonB box,		KW-0675~Receptor,		DOMAIN:Plug,DOMAIN:TonB_dep_Rec,
SMc01225	Transcription regulator LysR family(lsrB)	Sinorhizobium meliloti 1021			GO:0003700~transcription factor activity, sequence-specific DNA binding,	IPR000847:Transcription regulator HTH, LysR,IPR005119:LysR, substrate-binding,									DOMAIN:HTH lysR-type,
SMc01420	Transmembrane regulator (Anti-sigma factor)(SMc01420)	Sinorhizobium meliloti 1021		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0812~Transmembrane,				REGION:Disordered,
SMa1691	TrkH family potassium uptake protein(SM2011_RS04640)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0015379~potassium:chloride symporter activity,GO:0046872~metal ion binding,	IPR003445:Cation transporter,IPR004772:Potassium uptake protein TrkH family,	PIRSF006247:Trk system potassium uptake protein,		KW-0813~Transport,	KW-0472~Membrane,KW-0997~Cell inner membrane,	KW-0812~Transmembrane,	KW-0479~Metal-binding,KW-0630~Potassium,			METAL:Potassium; via carbonyl oxygen,TRANSMEM:Helical,
SMc02093	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase(lpxD)	Sinorhizobium meliloti 2011	GO:0009245~lipid A biosynthetic process,		GO:0016410~N-acyltransferase activity,	IPR001451:Bacterial transferase hexapeptide repeat,IPR007691:UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase,IPR011004:Trimeric LpxA-like,IPR018357:Hexapeptide transferase, conserved site,IPR020573:UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase, non-repeat region,			KW-0441~Lipid A biosynthesis,KW-0443~Lipid metabolism,KW-0444~Lipid biosynthesis,		KW-0677~Repeat,		KW-0012~Acyltransferase,KW-0808~Transferase,		ACT_SITE:Proton acceptor,DOMAIN:LpxD,
SMc01875	UDP-3-O-acyl-N-acetylglucosamine deacetylase(lpxC)	Sinorhizobium meliloti 1021	GO:0009245~lipid A biosynthetic process,		GO:0008759~UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity,GO:0046872~metal ion binding,GO:0103117~UDP-3-O-acyl-N-acetylglucosamine deacetylase activity,	IPR004463:UDP-3-O-acyl N-acetylglucosamine deacetylase,IPR011334:UDP-3-O-acyl N-acetylglucosamine deacetylase, C-terminal,IPR015870:UDP-3-O-acyl N-acetylglucosamine deacetylase, N-terminal,IPR020568:Ribosomal protein S5 domain 2-type fold,						KW-0862~Zinc,	KW-0378~Hydrolase,		ACT_SITE:Proton donor,METAL:Zinc,METAL:Zinc; via tele nitrogen,
SM_b20600	Uncharacterized protein(SM_b20600)	Sinorhizobium meliloti 1021													REGION:Disordered,
SMc00517	XdhC family protein(SM2011_RS23310)	Sinorhizobium meliloti 2011				IPR003777:XdhC- CoxI,									DOMAIN:XdhC_CoxI,
SMc02240	YitT family protein(SM2011_RS17070)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR003740:Membrane Protein of unknown function DUF161,				KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,				TRANSMEM:Helical,
SM_b20011	ZIP family metal transporter(SM2011_RS06650)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,
SMc03744	accessory factor UbiK family protein(SM2011_RS26300)	Sinorhizobium meliloti 2011				IPR007475:Membrane fusogenic activity,					KW-0175~Coiled coil,
SMc04278	acyl carrier protein(SM2011_RS24260)	Sinorhizobium meliloti 2011	GO:0006633~fatty acid biosynthetic process,GO:0009245~lipid A biosynthetic process,GO:0036104~Kdo2-lipid A biosynthetic process,	GO:0005737~cytoplasm,		IPR003231:Acyl carrier protein (ACP),IPR006162:Phosphopantetheine attachment site,IPR009081:Acyl carrier protein-like,			KW-0275~Fatty acid biosynthesis,KW-0276~Fatty acid metabolism,KW-0441~Lipid A biosynthesis,KW-0443~Lipid metabolism,KW-0444~Lipid biosynthesis,	KW-0963~Cytoplasm,				KW-0596~Phosphopantetheine,KW-0597~Phosphoprotein,	DOMAIN:Carrier,
