ID	Gene Name	Species	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE
SMc04273	beta-ketoacyl-ACP synthase(SM2011_RS24245)	Sinorhizobium meliloti 2011	GO:0006633~fatty acid biosynthetic process,		GO:0004315~3-oxoacyl-[acyl-carrier-protein] synthase activity,GO:0033817~beta-ketoacyl-acyl-carrier-protein synthase II activity,	IPR014030:Beta-ketoacyl synthase, N-terminal,IPR014031:Beta-ketoacyl synthase, C-terminal,IPR016039:Thiolase-like,IPR018201:Beta-ketoacyl synthase, active site,IPR020841:Polyketide synthase, beta-ketoacyl synthase domain,		SM00825:SM00825,					KW-0012~Acyltransferase,KW-0808~Transferase,		DOMAIN:PKS_KS,
SMc04449	bifunctional 2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase(SM2011_RS22640)	Sinorhizobium meliloti 2011	GO:0009166~nucleotide catabolic process,		GO:0000166~nucleotide binding,GO:0008254~3'-nucleotidase activity,GO:0008663~2',3'-cyclic-nucleotide 2'-phosphodiesterase activity,GO:0046872~metal ion binding,	IPR004843:Metallophosphoesterase domain,IPR006146:5'-Nucleotidase, conserved site,IPR006179:5'-Nucleotidase/apyrase,IPR006311:Twin-arginine translocation pathway, signal sequence,IPR008334:5'-Nucleotidase, C-terminal,						KW-0479~Metal-binding,	KW-0378~Hydrolase,KW-0511~Multifunctional enzyme,		DOMAIN:5_nucleotid_C,DOMAIN:Metallophos,
SinmeB_1464	calcium-binding protein(SM2011_RS23105)	Sinorhizobium meliloti 2011			GO:0005509~calcium ion binding,	IPR001343:Haemolysin-type calcium-binding repeat,IPR011049:Serralysin-like metalloprotease, C-terminal,IPR018511:Hemolysin-type calcium-binding conserved site,
SMc01215	carbamoyl-phosphate synthase large subunit(carB)	Sinorhizobium meliloti 2011	GO:0006526~arginine biosynthetic process,GO:0044205~'de novo' UMP biosynthetic process,		GO:0004088~carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,GO:0005524~ATP binding,GO:0046872~metal ion binding,	IPR005479:Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain,IPR005480:Carbamoyl-phosphate synthetase, large subunit oligomerisation domain,IPR005483:Carbamoyl-phosphate synthase large subunit, CPSase domain,IPR006275:Carbamoyl-phosphate synthase, large subunit,IPR011607:Methylglyoxal synthase-like domain,IPR011761:ATP-grasp fold,IPR013815:ATP-grasp fold, subdomain 1,IPR016185:Pre-ATP-grasp domain,		SM00851:SM00851,SM01096:SM01096,	KW-0028~Amino-acid biosynthesis,KW-0055~Arginine biosynthesis,KW-0665~Pyrimidine biosynthesis,		KW-0677~Repeat,	KW-0067~ATP-binding,KW-0460~Magnesium,KW-0464~Manganese,KW-0479~Metal-binding,KW-0547~Nucleotide-binding,	KW-0436~Ligase,		COMPBIAS:Basic and acidic residues,DOMAIN:ATP-grasp,DOMAIN:ATP-grasp 1,DOMAIN:ATP-grasp 2,DOMAIN:MGS-like,METAL:Magnesium 1,METAL:Magnesium 2,METAL:Magnesium 3,METAL:Magnesium 4,NP_BIND:ATP,REGION:Allosteric domain,REGION:Carbamoyl phosphate synthetic domain,REGION:Carboxyphosphate synthetic domain,REGION:Disordered,REGION:Oligomerization domain,
SMa0744	chaperonin GroEL(groL)	Sinorhizobium meliloti 2011	GO:0042026~protein refolding,	GO:0005737~cytoplasm,	GO:0005524~ATP binding,GO:0051082~unfolded protein binding,	IPR001844:Chaperonin Cpn60,IPR002423:Chaperonin Cpn60/TCP-1,IPR018370:Chaperonin Cpn60, conserved site,IPR027409:GroEL-like apical domain,IPR027410:TCP-1-like chaperonin intermediate domain,IPR027413:GroEL-like equatorial domain,			KW-0346~Stress response,	KW-0963~Cytoplasm,	KW-0175~Coiled coil,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0143~Chaperone,KW-0413~Isomerase,		BINDING:ATP,BINDING:ATP; via amide nitrogen,NP_BIND:ATP,
SMc00913	chaperonin GroEL(groL)	Sinorhizobium meliloti 2011	GO:0042026~protein refolding,	GO:0005737~cytoplasm,	GO:0005524~ATP binding,GO:0051082~unfolded protein binding,	IPR001844:Chaperonin Cpn60,IPR002423:Chaperonin Cpn60/TCP-1,IPR018370:Chaperonin Cpn60, conserved site,IPR027409:GroEL-like apical domain,IPR027410:TCP-1-like chaperonin intermediate domain,IPR027413:GroEL-like equatorial domain,			KW-0346~Stress response,	KW-0963~Cytoplasm,	KW-0175~Coiled coil,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0143~Chaperone,KW-0413~Isomerase,		BINDING:ATP,BINDING:ATP; via amide nitrogen,NP_BIND:ATP,
SM_b21566	chaperonin GroEL(groL)	Sinorhizobium meliloti 2011	GO:0042026~protein refolding,	GO:0005737~cytoplasm,	GO:0005524~ATP binding,GO:0051082~unfolded protein binding,	IPR001844:Chaperonin Cpn60,IPR002423:Chaperonin Cpn60/TCP-1,IPR018370:Chaperonin Cpn60, conserved site,IPR027409:GroEL-like apical domain,IPR027410:TCP-1-like chaperonin intermediate domain,IPR027413:GroEL-like equatorial domain,			KW-0346~Stress response,	KW-0963~Cytoplasm,		KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0143~Chaperone,KW-0413~Isomerase,		BINDING:ATP,BINDING:ATP; via amide nitrogen,NP_BIND:ATP,
SM_b21514	class I SAM-dependent methyltransferase(SM2011_RS13195)	Sinorhizobium meliloti 2011	GO:0032259~methylation,		GO:0003676~nucleic acid binding,GO:0008168~methyltransferase activity,GO:0008276~protein methyltransferase activity,	IPR002052:DNA methylase, N-6 adenine-specific, conserved site,IPR004556:Modification methylase HemK,IPR007848:Methyltransferase small domain,						KW-0949~S-adenosyl-L-methionine,	KW-0255~Endonuclease,KW-0378~Hydrolase,KW-0540~Nuclease,KW-0808~Transferase,		DOMAIN:MTS,
SMc00134	class I SAM-dependent methyltransferase(SM2011_RS23930)	Sinorhizobium meliloti 2011	GO:0032259~methylation,		GO:0008168~methyltransferase activity,	IPR011990:Tetratricopeptide-like helical,IPR013105:Tetratricopeptide TPR2,IPR019734:Tetratricopeptide repeat,		SM00028:TPR,			KW-0802~TPR repeat,		KW-0489~Methyltransferase,KW-0808~Transferase,		REPEAT:TPR,
SMc03143	class I SAM-dependent methyltransferase(SM2011_RS29385)	Sinorhizobium meliloti 2011											KW-0489~Methyltransferase,KW-0808~Transferase,
SMa0745	co-chaperone GroES(groES)	Sinorhizobium meliloti 2011	GO:0006457~protein folding,	GO:0005737~cytoplasm,	GO:0005524~ATP binding,	IPR011032:GroES-like,IPR018369:Chaperonin Cpn10, conserved site,IPR020818:Chaperonin Cpn10,		SM00883:SM00883,	KW-0346~Stress response,	KW-0963~Cytoplasm,			KW-0143~Chaperone,
SM_b22023	co-chaperone GroES(groES)	Sinorhizobium meliloti 2011	GO:0006457~protein folding,	GO:0005737~cytoplasm,	GO:0005524~ATP binding,	IPR011032:GroES-like,IPR018369:Chaperonin Cpn10, conserved site,IPR020818:Chaperonin Cpn10,		SM00883:SM00883,	KW-0346~Stress response,	KW-0963~Cytoplasm,			KW-0143~Chaperone,
SMc04282	cobyrinate a,c-diamide synthase(SM2011_RS24275)	Sinorhizobium meliloti 2011	GO:0006541~glutamine metabolic process,GO:0009236~cobalamin biosynthetic process,		GO:0005524~ATP binding,GO:0042242~cobyrinic acid a,c-diamide synthase activity,GO:0043802~hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolysing) activity,	IPR002586:CobQ/CobB/MinD/ParA nucleotide binding domain,IPR004484:Cobyrinic acid a,c-diamide synthase CbiA,IPR011698:CobB/CobQ-like glutamine amidotransferase,IPR027417:P-loop containing nucleoside triphosphate hydrolase,			KW-0169~Cobalamin biosynthesis,		KW-0315~Glutamine amidotransferase,	KW-0067~ATP-binding,KW-0460~Magnesium,KW-0547~Nucleotide-binding,	KW-0436~Ligase,		ACT_SITE:Nucleophile,DOMAIN:CbiA,DOMAIN:GATase cobBQ-type,DOMAIN:GATase_3,SITE:Increases nucleophilicity of active site Cys,
SMc00976	crotonase/enoyl-CoA hydratase family protein(SM2011_RS18775)	Sinorhizobium meliloti 2011			GO:0003824~catalytic activity,GO:0004300~enoyl-CoA hydratase activity,GO:0016853~isomerase activity,	IPR001753:Crotonase superfamily,					KW-0175~Coiled coil,		KW-0413~Isomerase,KW-0456~Lyase,
SMc02645	cyclopropane-fatty-acyl-phospholipid synthase(cfa2)	Sinorhizobium meliloti 2011	GO:0008610~lipid biosynthetic process,GO:0032259~methylation,		GO:0008825~cyclopropane-fatty-acyl-phospholipid synthase activity,	IPR003333:Mycolic acid cyclopropane synthase,	PIRSF003085:fatty-acyl-phospholipid/mycolic acid cyclopropane synthase,				KW-0175~Coiled coil,		KW-0489~Methyltransferase,KW-0808~Transferase,
SMc01035	dihydrolipoyl dehydrogenase(lpdA)	Sinorhizobium meliloti 2011	GO:0045454~cell redox homeostasis,		GO:0004148~dihydrolipoyl dehydrogenase activity,GO:0050660~flavin adenine dinucleotide binding,	IPR004099:Pyridine nucleotide-disulphide oxidoreductase, dimerisation,IPR006258:Dihydrolipoamide dehydrogenase,IPR012999:Pyridine nucleotide-disulphide oxidoreductase, class I, active site,IPR016156:FAD/NAD-linked reductase, dimerisation,IPR023753:Pyridine nucleotide-disulphide oxidoreductase, FAD/NAD(P)-binding domain,	PIRSF000350:mercury(II) reductase, MerA type,					KW-0274~FAD,KW-0520~NAD,KW-0547~Nucleotide-binding,KW-0670~Pyruvate,		KW-1015~Disulfide bond,	ACT_SITE:Proton acceptor,BINDING:FAD,BINDING:NAD,BINDING:NAD; via amide nitrogen,DISULFID:Redox-active,DOMAIN:Pyr_redox_2,DOMAIN:Pyr_redox_dim,NP_BIND:FAD,NP_BIND:NAD,
SMc01326	elongation factor Tu(tuf)	Sinorhizobium meliloti 2011		GO:0005737~cytoplasm,	GO:0003746~translation elongation factor activity,GO:0003924~GTPase activity,GO:0005525~GTP binding,	IPR000795:Elongation factor, GTP-binding domain,IPR004160:Translation elongation factor EFTu/EF1A, C-terminal,IPR004161:Translation elongation factor EFTu/EF1A, domain 2,IPR004541:Translation elongation factor EFTu/EF1A, bacterial/organelle,IPR005225:Small GTP-binding protein domain,IPR009000:Translation elongation/initiation factor/Ribosomal, beta-barrel,IPR009001:Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal,IPR027417:P-loop containing nucleoside triphosphate hydrolase,			KW-0648~Protein biosynthesis,	KW-0963~Cytoplasm,		KW-0342~GTP-binding,KW-0547~Nucleotide-binding,	KW-0251~Elongation factor,		DOMAIN:Tr-type G,DOMAIN:tr-type G,NP_BIND:GTP,REGION:G1,REGION:G2,REGION:G3,REGION:G4,REGION:G5,
SMc01326	elongation factor Tu(tuf)	Sinorhizobium meliloti 2011		GO:0005737~cytoplasm,	GO:0003746~translation elongation factor activity,GO:0003924~GTPase activity,GO:0005525~GTP binding,	IPR000795:Elongation factor, GTP-binding domain,IPR004160:Translation elongation factor EFTu/EF1A, C-terminal,IPR004161:Translation elongation factor EFTu/EF1A, domain 2,IPR004541:Translation elongation factor EFTu/EF1A, bacterial/organelle,IPR005225:Small GTP-binding protein domain,IPR009000:Translation elongation/initiation factor/Ribosomal, beta-barrel,IPR009001:Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal,IPR027417:P-loop containing nucleoside triphosphate hydrolase,			KW-0648~Protein biosynthesis,	KW-0963~Cytoplasm,		KW-0342~GTP-binding,KW-0547~Nucleotide-binding,	KW-0251~Elongation factor,		DOMAIN:Tr-type G,DOMAIN:tr-type G,NP_BIND:GTP,REGION:G1,REGION:G2,REGION:G3,REGION:G4,REGION:G5,
SMc04454	energy-dependent translational throttle protein EttA(ettA)	Sinorhizobium meliloti 2011	GO:0006412~translation,GO:0045900~negative regulation of translational elongation,	GO:0005737~cytoplasm,	GO:0000049~tRNA binding,GO:0005524~ATP binding,GO:0019843~rRNA binding,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,GO:0043022~ribosome binding,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR017871:ABC transporter, conserved site,IPR022374:ABC transporter, ATP-binding protein, ChvD,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,	KW-0648~Protein biosynthesis,	KW-0963~Cytoplasm,	KW-0677~Repeat,		KW-0378~Hydrolase,KW-0694~RNA-binding,		DOMAIN:ABC transporter,NP_BIND:ATP,NP_BIND:ATP 1,NP_BIND:ATP 2,REGION:PtIM,
SMc01235	excinuclease ABC subunit UvrA(uvrA)	Sinorhizobium meliloti 2011	GO:0006289~nucleotide-excision repair,GO:0009432~SOS response,	GO:0005737~cytoplasm,GO:0009380~excinuclease repair complex,	GO:0003677~DNA binding,GO:0005524~ATP binding,GO:0008270~zinc ion binding,GO:0009381~excinuclease ABC activity,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR003439:ABC transporter-like,IPR004602:UvrABC system subunit A,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,			KW-0227~DNA damage,KW-0228~DNA excision,KW-0234~DNA repair,KW-0742~SOS response,	KW-0963~Cytoplasm,	KW-0677~Repeat,KW-0863~Zinc-finger,	KW-0067~ATP-binding,KW-0479~Metal-binding,KW-0547~Nucleotide-binding,KW-0862~Zinc,	KW-0238~DNA-binding,KW-0267~Excision nuclease,KW-0378~Hydrolase,		DOMAIN:ABC transporter,DOMAIN:ABC transporter 1,DOMAIN:ABC transporter 2,NP_BIND:ATP,ZN_FING:C4-type,
SMc04225	extensin family protein(SM2011_RS24025)	Sinorhizobium meliloti 2011				IPR009683:Extensin-like, C-terminal,					KW-0732~Signal,				COMPBIAS:Polar residues,DOMAIN:Extensin-like_C,REGION:Disordered,
SMc01013	flavin reductase family protein(SM2011_RS21610)	Sinorhizobium meliloti 2011			GO:0010181~FMN binding,	IPR002563:Flavin reductase-like, FMN-binding,IPR012349:FMN-binding split barrel,		SM00903:SM00903,							DOMAIN:Flavin_Reduct,
SMc00154	glutathione-disulfide reductase(gor)	Sinorhizobium meliloti 2011	GO:0006749~glutathione metabolic process,GO:0045454~cell redox homeostasis,		GO:0004362~glutathione-disulfide reductase activity,GO:0050660~flavin adenine dinucleotide binding,GO:0050661~NADP binding,	IPR004099:Pyridine nucleotide-disulphide oxidoreductase, dimerisation,IPR006324:Glutathione-disulphide reductase,IPR012999:Pyridine nucleotide-disulphide oxidoreductase, class I, active site,IPR016156:FAD/NAD-linked reductase, dimerisation,IPR023753:Pyridine nucleotide-disulphide oxidoreductase, FAD/NAD(P)-binding domain,	PIRSF000350:mercury(II) reductase, MerA type,					KW-0274~FAD,KW-0520~NAD,KW-0521~NADP,KW-0547~Nucleotide-binding,			ACT_SITE:Proton acceptor,BINDING:FAD,BINDING:FAD; via carbonyl oxygen,BINDING:NAD; via amide nitrogen,DISULFID:Redox-active,DOMAIN:Pyr_redox_2,DOMAIN:Pyr_redox_dim,NP_BIND:FAD,NP_BIND:NAD,
SM_b21091	glycoside hydrolase family 25 protein(SM2011_RS10010)	Sinorhizobium meliloti 2011	GO:0009253~peptidoglycan catabolic process,GO:0016998~cell wall macromolecule catabolic process,		GO:0003796~lysozyme activity,	IPR002053:Glycoside hydrolase, family 25,IPR017853:Glycoside hydrolase, superfamily,IPR018077:Glycoside hydrolase, family 25 subgroup,		SM00641:Glyco_25,					KW-0326~Glycosidase,KW-0378~Hydrolase,
SMc01790	glycosyltransferase family 4 protein(SM2011_RS20575)	Sinorhizobium meliloti 2011			GO:0016757~transferase activity, transferring glycosyl groups,	IPR001296:Glycosyl transferase, family 1,							KW-0808~Transferase,		DOMAIN:Glyco_trans_4-like_N,DOMAIN:Glycos_transf_1,REGION:Disordered,
SMc01221	glycosyltransferase(SM2011_RS22315)	Sinorhizobium meliloti 2011	GO:0009244~lipopolysaccharide core region biosynthetic process,		GO:0016757~transferase activity, transferring glycosyl groups,	IPR001296:Glycosyl transferase, family 1,			KW-0448~Lipopolysaccharide biosynthesis,				KW-0328~Glycosyltransferase,KW-0808~Transferase,		DOMAIN:Glyco_trans_4-like_N,DOMAIN:Glycos_transf_1,
SMa0851	host-specificity nodulation protein HsnD(hsnD)	Sinorhizobium meliloti 2011			GO:0008146~sulfotransferase activity,	IPR000863:Sulfotransferase domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase,			KW-0536~Nodulation,				KW-0808~Transferase,		REGION:Hydrophobic,
SMc00041	hypothetical protein(SM2011_RS19230)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0812~Transmembrane,
SMc01011	hypothetical protein(SM2011_RS21600)	Sinorhizobium meliloti 2011									KW-0732~Signal,
SinmeB_1260	hypothetical protein(SM2011_RS22410)	Sinorhizobium meliloti 2011				IPR023213:Chloramphenicol acetyltransferase-like domain,
SMc01180	hypothetical protein(SM2011_RS22570)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,
SMc01547	hypothetical protein(SM2011_RS26045)	Sinorhizobium meliloti 2011													COMPBIAS:Polar residues,REGION:Disordered,
SMc00655	hypothetical protein(SM2011_RS28220)	Sinorhizobium meliloti 2011								KW-0282~Flagellum,KW-0966~Cell projection,KW-0969~Cilium,	KW-0175~Coiled coil,
SMc03794	hypothetical protein(SM2011_RS30585)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,
SinmeB_1263	hypothetical protein(SM2011_RS36920)	Sinorhizobium meliloti 2011									KW-0732~Signal,				REGION:Disordered,
SMc00190	kinesin(SM2011_RS23635)	Sinorhizobium meliloti 2011	GO:0006869~lipid transport,GO:0042157~lipoprotein metabolic process,	GO:0005576~extracellular region,GO:0016021~integral component of membrane,	GO:0008289~lipid binding,	IPR000074:Apolipoprotein A1/A4/E,				KW-0472~Membrane,	KW-0175~Coiled coil,KW-0812~Transmembrane,KW-1133~Transmembrane helix,				COMPBIAS:Basic and acidic residues,REGION:Disordered,TRANSMEM:Helical,
SMc01202	lipoprotein(SM2011_RS22420)	Sinorhizobium meliloti 2011									KW-0732~Signal,			KW-0449~Lipoprotein,
SM_b21091	lysozyme(C770_RS30220)	Sinorhizobium meliloti GR4	GO:0009253~peptidoglycan catabolic process,GO:0016998~cell wall macromolecule catabolic process,		GO:0003796~lysozyme activity,	IPR002053:Glycoside hydrolase, family 25,IPR017853:Glycoside hydrolase, superfamily,IPR018077:Glycoside hydrolase, family 25 subgroup,		SM00641:Glyco_25,					KW-0326~Glycosidase,KW-0378~Hydrolase,
SMc01192	methionine--tRNA ligase(metG)	Sinorhizobium meliloti 2011	GO:0006431~methionyl-tRNA aminoacylation,	GO:0005737~cytoplasm,	GO:0004825~methionine-tRNA ligase activity,GO:0005524~ATP binding,	IPR001412:Aminoacyl-tRNA synthetase, class I, conserved site,IPR009080:Aminoacyl-tRNA synthetase, class 1a, anticodon-binding,IPR013155:Valyl/Leucyl/Isoleucyl-tRNA synthetase, class I, anticodon-binding,IPR014729:Rossmann-like alpha/beta/alpha sandwich fold,IPR014758:Methionyl-tRNA synthetase,IPR015413:Methionyl/Leucyl tRNA synthetase,IPR023457:Methionine-tRNA synthetase, type 2,			KW-0648~Protein biosynthesis,	KW-0963~Cytoplasm,		KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0030~Aminoacyl-tRNA synthetase,KW-0436~Ligase,		BINDING:ATP,DOMAIN:Anticodon_3,DOMAIN:tRNA-synt_1g,MOTIF:'HIGH' region,MOTIF:'KMSKS' region,
SMc04227	methyl-accepting chemotaxis protein(SM2011_RS24035)	Sinorhizobium meliloti 2011	GO:0006935~chemotaxis,GO:0007165~signal transduction,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0004888~transmembrane signaling receptor activity,	IPR003660:HAMP linker domain,IPR004089:Methyl-accepting chemotaxis protein (MCP) signalling domain,IPR004090:Chemotaxis methyl-accepting receptor,		SM00283:MA,SM00304:HAMP,SM01049:SM01049,		KW-0472~Membrane,KW-1003~Cell membrane,	KW-0175~Coiled coil,KW-0812~Transmembrane,		KW-0675~Receptor,KW-0807~Transducer,		COMPBIAS:Basic and acidic residues,DOMAIN:HAMP,DOMAIN:Methyl-accepting transducer,REGION:Disordered,TRANSMEM:Helical,
SMc02053	methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase (FADH(2)-oxidizing) TrmFO(trmFO)	Sinorhizobium meliloti 2011		GO:0005737~cytoplasm,	GO:0030698~5,10-methylenetetrahydrofolate-dependent tRNA (m5U54) methyltransferase activity,GO:0047151~methylenetetrahydrofolate-tRNA-(uracil-5-)-methyltransferase (FADH2-oxidizing) activity,GO:0050660~flavin adenine dinucleotide binding,	IPR002218:Glucose-inhibited division protein A-related,IPR004417:Folate-dependent ribothymidyl synthase,IPR020595:Glucose-inhibited division protein A-related, conserved site,			KW-0819~tRNA processing,	KW-0963~Cytoplasm,		KW-0274~FAD,KW-0285~Flavoprotein,KW-0520~NAD,KW-0521~NADP,	KW-0489~Methyltransferase,KW-0808~Transferase,		DOMAIN:GIDA,NP_BIND:FAD,
SMc02445	methyltransferase domain-containing protein(SM2011_RS27730)	Sinorhizobium meliloti 2011			GO:0008168~methyltransferase activity,	IPR013216:Methyltransferase type 11,							KW-0489~Methyltransferase,KW-0808~Transferase,		COMPBIAS:Basic and acidic residues,DOMAIN:Methyltransf_11,REGION:Disordered,
SMa0744	molecular chaperone GroEL(groEL)	Sinorhizobium meliloti GR4	GO:0042026~protein refolding,	GO:0005737~cytoplasm,	GO:0005524~ATP binding,GO:0051082~unfolded protein binding,	IPR001844:Chaperonin Cpn60,IPR002423:Chaperonin Cpn60/TCP-1,IPR018370:Chaperonin Cpn60, conserved site,IPR027409:GroEL-like apical domain,IPR027410:TCP-1-like chaperonin intermediate domain,IPR027413:GroEL-like equatorial domain,			KW-0346~Stress response,	KW-0963~Cytoplasm,	KW-0175~Coiled coil,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0143~Chaperone,KW-0413~Isomerase,		BINDING:ATP,BINDING:ATP; via amide nitrogen,NP_BIND:ATP,
SMc00150	murein L,D-transpeptidase(SM2011_RS23845)	Sinorhizobium meliloti 2011	GO:0009252~peptidoglycan biosynthetic process,		GO:0016740~transferase activity,	IPR005490:L,D-transpeptidase catalytic domain,					KW-0732~Signal,		KW-0808~Transferase,		DOMAIN:Scaffold,DOMAIN:YkuD,
SMc01012	nitroreductase(SM2011_RS21605)	Sinorhizobium meliloti 2011			GO:0016491~oxidoreductase activity,	IPR000415:Nitroreductase-like,IPR026021:Putative NAD(P)H nitroreductase YdjA-like,	PIRSF000232:putative nad(p)h nitroreductase ydja,					KW-0285~Flavoprotein,KW-0288~FMN,KW-0520~NAD,KW-0521~NADP,	KW-0560~Oxidoreductase,		BINDING:FMN; shared with dimeric partner,DOMAIN:Nitroreductase,NP_BIND:FMN,
SM_b21494	ornithine cyclodeaminase(SM2011_RS13095)	Sinorhizobium meliloti 2011			GO:0008473~ornithine cyclodeaminase activity,	IPR003462:Ornithine cyclodeaminase/mu-crystallin,IPR023401:Ornithine cyclodeaminase, N-terminal,							KW-0456~Lyase,
SMc02082	outer membrane channel protein TolC(tolC)	Sinorhizobium meliloti 2011		GO:0019867~outer membrane,	GO:0015562~efflux transmembrane transporter activity,	IPR003423:Outer membrane efflux protein,IPR010130:Type I secretion outer membrane protein, TolC,			KW-0813~Transport,		KW-0175~Coiled coil,KW-0732~Signal,
SMc02094	outer membrane protein assembly factor BamA(bamA)	Sinorhizobium meliloti 2011	GO:0043165~Gram-negative-bacterium-type cell outer membrane assembly,GO:0051205~protein insertion into membrane,	GO:0009279~cell outer membrane,GO:0016021~integral component of membrane,		IPR000184:Bacterial surface antigen (D15),IPR010827:Surface antigen variable number,IPR023707:Outer membrane protein assembly factor BamA,	PIRSF006076:outer membrane assembly protein, OMP85 type,			KW-0472~Membrane,KW-0998~Cell outer membrane,	KW-0677~Repeat,KW-0732~Signal,				DOMAIN:POTRA,
SM_b21196	peptide ABC transporter substrate-binding protein(SM2011_RS10920)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0042597~periplasmic space,GO:0043190~ATP-binding cassette (ABC) transporter complex,		IPR000914:Bacterial extracellular solute-binding protein, family 5,	PIRSF002741:peptide binding protein, MppA type,			KW-0574~Periplasm,	KW-0732~Signal,				DOMAIN:SBP_bac_5,
SMc00060	peptidoglycan-binding protein(SM2011_RS19420)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR002477:Peptidoglycan binding-like,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				DOMAIN:PG_binding_1,REGION:Disordered,TRANSMEM:Helical,
SM_b21640	phenylacetate-CoA oxygenase subunit PaaA(C770_RS26070)	Sinorhizobium meliloti GR4	GO:0010124~phenylacetate catabolic process,		GO:0097266~phenylacetyl-CoA 1,2-epoxidase activity,	IPR007814:Phenylacetic acid catabolic,IPR009078:Ferritin-like superfamily,IPR011881:Phenylacetate-CoA oxygenase, PaaG subunit,IPR012347:Ferritin-related,							KW-0560~Oxidoreductase,		REGION:Disordered,
SM_b21639	phenylacetate-CoA oxygenase subunit PaaB(paaB)	Sinorhizobium meliloti GR4			GO:0097266~phenylacetyl-CoA 1,2-epoxidase activity,	IPR009359:Phenylacetic acid degradation B,	PIRSF030200:phenylacetic acid degradation protein, PaaB type,						KW-0560~Oxidoreductase,
SM_b21638	phenylacetate-CoA oxygenase subunit PaaC(paaC)	Sinorhizobium meliloti 2011	GO:0010124~phenylacetate catabolic process,			IPR007814:Phenylacetic acid catabolic,IPR009078:Ferritin-like superfamily,IPR011882:Phenylacetate-CoA oxygenase, PaaI subunit,IPR012347:Ferritin-related,	PIRSF037834:phenylacetic acid degradation protein, PaaC type,
SMc04406	phosphatase PAP2 family protein(SM2011_RS31265)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR000326:Phosphatidic acid phosphatase type 2/haloperoxidase,		SM00014:acidPPc,		KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				DOMAIN:acidPPc,TRANSMEM:Helical,
SM_b20758	phosphonate metabolism transcriptional regulator PhnF(phnF)	Sinorhizobium meliloti 2011			GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,	IPR000524:Transcription regulator HTH, GntR,IPR011663:UbiC transcription regulator-associated,IPR012702:Phosphonate C-P lyase system, transcriptional regulator PhnF,		SM00345:HTH_GNTR,SM00866:SM00866,	KW-0804~Transcription,KW-0805~Transcription regulation,				KW-0238~DNA-binding,		DNA_BIND:H-T-H motif,DOMAIN:HTH gntR-type,
